cont_id,cnt_outside_other,cnt_other_house,cnt_worship,cnt_supermarket,cnt_shop,cnt_gender_all,frequency_multi_all
900482001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900482002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days
900482003,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900483001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1 month
900484001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900484002,FALSE,TRUE,FALSE,FALSE,FALSE,male,1-2 days
900484003,TRUE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900484004,TRUE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900484005,TRUE,TRUE,FALSE,FALSE,FALSE,male,1-2 days
900484006,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1-2 days
900484007,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1-2 days
900484008,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1-2 days
900484009,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1-2 days
900484010,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1-2 days
900484011,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900484012,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900484013,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1-2 days
900484014,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1-2 days
